%;PORCENTAGEM
TEMÁTICA;TEMÁTICO
TEMEROSO;MEDO
TEMOR;MEDO
TEMPESTUOSO;RAIVA
TEMPORAL;TEMPESTADE
TENCIONAR;PRETENDER
TENDA;BARRACA
TENDE;TENDER
TENDÊNCIA;VOCAÇÃO
TENDO;TER
TENTANDO;TENTAR
TENTE;TENTAR
TEÓRICA;TEÓRICO
TERAPEUTA;MEDICINA
TERCEIRA;TERCEIRO
TERCEIRIZADA;TERCEIRIZADO
TERCEIRIZOU;TERCEIRIZAR
TEREM;TER
TERMINADO;PRONTO
TERMINANDO;ACABAR
TERMINAR;TERMINAR
TÉRMINO;TERMINAR
TERMO;PALAVRA
TERMOS;TER
TERNURA;GOSTAR
TERRÍVEL;HORRÍVEL
TESTEMUNHA;TESTEMUNHAR
TETA;MAMA
TETO;TELHADO
TEU;SEU
TIARA;DIADEMA
TICO-TICO;VELOCÍPEDE
TIDO;TER
TIME;GRUPO
TIMIDEZ;VERGONHA
TÍMIDO;VERGONHA
TINTURA;TINTA
TÍPICA;TÍPICO
TIPOGRAFIA;GRÁFICA
TÍQUETE;TICKET
TIRA;FITA
TIRANDO;TIRAR
TIRANIA;DITADURA
TÍTERE;MARIONETE
TITULA;TITULAR
TITULADA;TITULADO
TÍTULO;DOCUMENTO
TITULO;TITULAR
TIVERAM;TER
TIVEREM;TIVER
TIVERMOS;TIVER
TOALETE;BANHEIRO
TOCADA;TOCADO
TOCAFITAS;RÁDIO
TODAVIA;MAS
TOLDADO;ESCURO
TOLERÂNCIA;PACIÊNCIA
TOLERANTE;PACIÊNCIA
TOLICE;BESTEIRA
TOLO;BOBO
TOMADA;TOMADO
TOMANDO;TOMAR
TOMBADA;TOMBADO
TOMBO;CAIR
TOME;TOMAR
TONEIRA;PIA
TONEL;BARRIL
TONTEIRA;TONTURA
TONTO;BOBO
TOPA;TROPEÇAR
TOPAR;TROPEÇAR
TOPETE;FRANJA
TOQUE;TOCAR
TORCEDORES;TORCIDA
TORCENDO;TORCER
TORCER;TORCIDA
TORMENTA;TEMPESTADE
TORMENTO;SOFRER
TORMENTOSO;RAIVA
TORNADA;TORNADO
TORNADO;FURACÃO
TORNANDO;TORNAR
TORNAREM;TORNAR
TORNEIO;CAMPEONATO
TORRAR;QUEIMAR
TORTA;BOLO
TORTURADA;TORTURADO
TOSCO;BRUTO
TOSSIR;TOSSE
TOSTAR;QUEIMAR
TOTALIDADE;TODO
TOTÓ;PEBOLIM
TOURO;BOI
TÓXICA;TÓXICO
TRABALHADA;TRABALHADO
TRABALHADOR;PESSOA_TRABALHAR
TRABALHANDO;TRABALHAR
TRABALHOSO;DIFÍCIL
TRAÇA;TINEA
TRACAR;DESENHAR
TRADIÇÃO;COSTUME
TRADUZIDA;TRADUZIDO
TRADUZIR;TRADUÇÃO
TRAFEGO;TRAFEGAR
TRAJE;BLUSA
TRAJE;BLUSA
TRAJETO;CAMINHO
TRANCA;FECHAR
TRANCADO;FECHAR
TRANCAFIAR;FECHAR
TRANCAR;FECHAR
TRANÇAR;TRANÇA
TRANQUILA;CALMO
TRANQUILIDADE;TRAQUILO
TRANSA;SEXO
TRANSCRIÇÃO;TRANSCREVER
TRANSFERIDO;TRANSFERIR
TRANSFERIMENTO;TRANSFERIR
TRANSFIGURAR;MUDAR
TRANSFORMAÇÃO;MUDAR
TRANSFORMADA;TRANSFORMADO
TRANSFORMANDO;TRANSFORMAR
TRANSFORMAR;MUDAR
TRANSGÊNICA;TRANSGÊNICO
TRANSGREDIR;DESOBEDECER
TRANSGRESSÃO;DESOBEDECER
TRANSITÓRIA;TRANSITÓRIO
TRANSMITI;TRANSMITIR
TRANSMITIDA;TRANSMITIDO
TRANSMITINDO;TRANSMITIR
TRANSMITO;TRANSMITIR
TRANSPIRAR;SUAR
TRANSPOR;PASSAR
TRANSTORNO;PROBLEMA
TRAPACEADO;ENGANADO
TRAPACEAR;ENGANADO
TRAPO;PANO
TRAQUINO;TRAQUINAS
TRÁS;ATRÁS
TRASEIRO;BUNDA
TRASORELHO;PAPEIRA
TRATADO;CONTRATO
TRATAMENTO;TRATAR
TRATANDO;TRATAR
TRATO;TRATAR
TRAVESSO;TRAQUINAS
TRAZ;TRAZER
TRAZENDO;TRAZER
TRAZIDA;TRAZIDO
TRAZIDA;TRAZIDO
TREINADOR;HOMEM_TREINAR
TREINADORA;MULHER_TREINAR
TREINAMENTO;TREINAR
TREINO;TREINAR
TREMEDEIRA;TREMER
TREMENDO;TREMER
TREMOR;TREMER
TREPAR;ESCALAR
TRIANGULAR;TRIÂNGULO
TRIBUTÁRIA;TRIBUTÁRIO
TRIBUTO;IMPOSTO
TRICAMPEÃ;TRICAMPEÃO
TRIGÊMEA;TRIGÊMEO
TRIGONOMETRIA;MATEMÁTICA
TRILHA;CAMINHO
TRIMESTRAL;TRIMESTRE
TRINCHA;PINCEL
TRISTEZA;TRISTE
TRISTONHO;TRISTE
TRIUNFAR;VENCER
TRIUNFO;VENCER
TROLEBUS;ÔNIBUS
TROMBETA;CORNETA
TRONCO;MADEIRA
TROPICAR;TROPEÇAR
TRÓPICO;TROPEÇAR
TROVEJAR;TROVÃO
TROVOADA;TROVÃO
TRUPE;GRUPO
TSUNAMIS;TSUNAMI
TUA;SUA
TUBÉRCULO;BATATA
TUBO;CANO
TUBULAÇÃO;CANO
TUFAO;FURACÃO
TULIPA;FLOR
TURÍSTICA;TURÍSTICO
TURMA;GRUPO
TUTELA;TUTOR
TUTORIA;TUTOR
TV;TELEVISÃO
ULTERIOR;PRÓXIMA
ÚLTIMA;ÚLTIMO
ÚLTIMA;ÚLTIMO
ULTRAJADO;OFENDER
ULTRAJAR;INSULTAR
ULTRAJE;INSULTAR
ULTRASSOM;ULTRASSONOGRAFIA
UMEDECIDA;UMEDECIDO
ÚMIDA;ÚMIDO
UNHAR;ARRANHAR
UNIÃO;REUNIÃO
ÚNICA;ÚNICO
ÚNICA;ÚNICO
UNICAMENTE;SOZINHO
UNIDA;JUNTO
UNIDO;JUNTO
UNIFORME;IGUALDADE
UNIFORMIDADE;IGUALDADE
UNIFORMIZADA;UNIFORMIZADO
UNIFORMIZANDO;UNIFORMIZAR
UNINDO;UNIR
UNIVERSITÁRIA;UNIVERSITÁRIO
UNIVERSITÁRIA;UNIVERSITÁRIO
URBANA;URBANO
URBANA;URBANO
URBE;CIDADE
USADA;USAR
USADO;USAR
USANDO;USAR
USANDO;USAR
USO;USAR
USO;USAR
USUÁRIA;USUÁRIO
USUÁRIOS;USUÁRIO
USUFRUIR;APROVEITAR
USURA;AVARENTO
UTENSÍLIO;MATERIAL
UTILIZADA;UTILIZADO
UTILIZADO;UTILIZADA
UTILIZANDO;UTILIZAR
UTILIZANDO;UTILIZAR
UTILIZAR;USAR
UTILIZARMOS;UTILIZAR
UTOPIA;TEORIA
UTOPIA;TRAQUILO
UTÓPICA;UTÓPICO
VACA;BOI
VACINAÇÃO;VACINA
VÁCUO;VAZIO
VADIO;OCIOSO
VAGAROSAMENTE;DEVAGAR
VAGAROSO;DEVAGAR
VALENTE;CORAJOSO
VALENTIA;CORAJOSO
VALIDO;VALIDAR
VALIOSA;VALIOSO
VALISE;MALA
VALORIZADA;VALORIZADO
VAMOS;VIR
VANTAJOSA;VANTAJOSO
VÃO;VAZIO
VAREJEIRA;MOSCA
VARIA;VARIAR
VARIADA;VARIADO
VARIAS;VÁRIOS
VÁRIAS;VÁRIOS
VARICELA;CATAPORA
VARIO;VARIAR
VÁRIO;VÁRIOS
VARRIÇÃO;VARRER
VASSOURA;VARRER
VÊ;VER
VEADO;HOMOSSEXUAL
VEGETAL;PLANTA
VEÍCULO;DIRIGIR
VEJA;VER
VEJA;VER
VEJAM;VER
VELHA;VELHO
VELOZ;RÁPIDA
VENCEDOR;CAMPEÃO
VENCIMENTOS;SALÁRIO
VENDEDOR;VENDER
VENDENDO;VENDER
VENDIDA;VENDIDO
VENDO;VENDER
VENDO;VENDER
VENENOSO;VENENO
VENHA;VIR
VENTRE;BARRIGA
VENTUROSO;FELIZ
VERACIDADE;ORIGINAL
VERBA;DINHEIRO
VERDADE;VERDADEIRO
VERDADEIRA;VERDADEIRO
VERDADEIRAS;VERDADEIRO
VEREDA;CAMINHO
VEREM;VER
VERIFICADA;VERIFICADO
VERIFICANDO;VERIFICAR
VERMELHA;VERMELHO
VERMELHAS;VERMELHO
VERMOS;VER
VEROSSÍMIL;CAPACIDADE
VERSADO;INTELECTUAL
VERTER;DERRAMAR
VESTE;BLUSA
VESTIBULANDA;VESTIBULANDO
VESTIMENTA;BLUSA
VESTUÁRIO;BLUSA
VETADA;VETADO
VETAR;PROIBIR
VETO;PROIBIR
VEXAR;HUMILHAR
VIABILIDADE;CAPACIDADE
VIABILIZADA;VIABILIZADO
VIAJANDO;VIAJAR
VIATURA;DIRIGIR
VIÁVEL;CAPACIDADE
VÍBORA;COBRA
VICIADO;VÍCIO
VICIONÁRIA;VISIONÁRIO
VICIOSA;VICIOSO
VIDA;VIVER
VIGIA;GUARDIAO
VIGIA;VIGIAR
VIGILANTE;ATENÇÃO
VIGOROSO;INTENSO
VILA;VIZINHO
VILAREJO;CIDADE
VIM;VIR
VINCO;DOBRAR
VINCULADA;VINCULADO
VINCULADA;VINCULADO
VINCULANDO;VINCULO
VINCULO;VINCULO
VINDA;VIR
VINDO;VIR
VINGAR;VINGANÇA
VIOLANDO;VIOLAR
VIOLENTA;VIOLENTO
VIOLENTO;BRUTO
VIOLETA;FLOR
VIRA;VIRAR
VIRA;VIRAR
VIRAÇÃO;VENTO
VIRANDO;VIRAR
VIRGINAL;VIRGEM
VIRTUALIZA;VIRTUALIZAR
VIRTUALIZADA;VIRTUALIZADO
VISA;VISAR
VISITADO;VISITAR
VISTA;VISTO
VITALIDADE;VIVER
VITIMA;VITIMAR
VITÓRIA;VENCER
VITRAL;VIDRO
VIU;VER
VIVA;VIVO
VIVAZ;FELIZ
VIVENCIANDO;VIVENCIAR
VIVENDA;CASA
VIVENDO;VIVER
VIVENDO;VIVER
VIVIDA;VIVIDO
VÍVIDA;VÍVIDO
VOADO;VOADA
VOCÁBULO;PALAVRA
VOCALISTA;CANTOR
VOE;VOAR
VOLEI;VOLEIBOL
VOLTA;VOLTAR
VOLTADA;VOLTADO
VOLTANDO;VOLTAR
VOLTANDO;VOLTAR
VOLTAREM;VOLTAR
VOLTARMOS;VOLTAR
VOLUMOSO;GRANDE
VOLUNTÁRIA;VOLUNTÁRIO
VOSSA;SEU
VOSSO;SEU
VOTADA;VOTADO
VOVÓ;AVÓ
VOZES;VOZ
VULVA;VAGINA
WC;BANHEIRO
WEB;WWW
XERETAR;CURIOSO
XERETEAR;CURIOSO
XEROCÓPIA;COPIAR
XEROX;COPIAR
ZAGAIA;LANCA
ZANGA;RAIVA
ZANGADO;RAIVA
ZELAR;CUIDAR
ZERO;0
ZOMBETEAR;ZOMBAR
ZOO;ZOOLÓGICO
ZURZIR;ESBOFETEAR
VERDADEIRO;ORIGINAL
AGREGADO;AGREGAR
AUTENTICAÇÃO;AUTENTICAR
AUTOCONFIGURÁVEL;AUTOCONFIGURAR
AUTOMATIZADO;AUTOMATIZAR
AUTORRECONHECIMENTO;AUTORRECONHECER
ATIVO;ATIVAR
ATORDOAMENTO;ATORDOAR
ATRAÍDO;ATRAIR
ATUALIZAÇÃO;ATUALIZAR
ATAREFADO;ATAREFAR
ASSOCIAÇÃO;ASSOCIAR
ASSOMBRADO;ASSOMBRAR
ARAGEM;ARAR
AREJADO;AREJAR
ARMAZENAMENTO;ARMAZENAR
ARQUIVAMENTO;ARQUIVAR
ARREDONDADO;ARREDONDAR
APROXIMADO;APROXIMAR
APRISIONADO;APRISIONAR
APAIXONADO;APAIXONAR
AJUSTADO;AJUSTAR
AGRÍCOLA;AGRICULTURA
ABASTADO;ABASTAR
ABORDADO;ABORDAR
ABRANGÊNCIA;ABRANGER
ACANHADO;ACANHAR
ACESSIBILIDADE;ACESSÍVEL
ACHATADO;ACHATAR
ACUMULADA;ACUMULAR
ADESIVO;ADESIVAR
ADIADO;ADIAR
ARROJADO;ARRUJAR
AFEIÇOADO;AFEIÇOAR
AFETADO;AFETAR
AFORTUNADO;AFORTUNAR
AGASTADO;AGASTAR
AGENDADO;AGENDAR
AGLOMERADO;AGLOMERAR
AGONIADO;AGONIAR
AGRACIADO;AGRACIAR
ALEIJADO;ALEIJAR
ALIENADO;ALIENAR
AMARGO;AMARGAR
AMARGURADO;AMARGURAR
AMASIADO;AMASIAR
AMEDRONTADO;AMEDRONTAR
AMENO;AMENIZAR
AMOSTRA;AMOSTRAR
ANARQUIZADO;ANARQUIZAR
ANIMADO;ANIMAR
AUXILIADO;AUXILIAR
AVANÇADO;AVANÇAR
AVANTAJADO;AVANTAJAR
AZEDO;AZEDAR
BADALAR;BADALO
BADERNA;BADERNAR
BARALHAR;EMBARALHAR
BEIRA;BEIRAR
BENÉFICO;BENEFICIAR
BIRITA;BIRITAR
BLOQUEIO;BLOQUEAR
BOMBARDEADO;BOMBARDEAR
BRANDO;ABRANDAR
BRINQUEDO;BRINCAR
BURLADO;BURLAR
BURGUÊS;BURGUESIA
BUROCRACIA;BUROCRATIZAR
CACHORRINHO;CACHORRO
CADASTRADO;CADASTRAR
CAPACITAÇÃO;CAPACITAR
CAPTAÇÃO;CAPACITAR
CAPITALISTA;CAPITALISMO
CAPTADA;CAPTAR
CAPTURA;CAPTURAR
CÁRIE;CARIAR
CASSAÇÃO;CASSAR
CAUTELA;CAUTELAR
CENTRALIZAR;CENTRAR
CERTIFICADA;CERTIFICAR
CIRCULAÇÃO;CIRCULAR
CISMADO;CISMAR
CIVILIZAÇÃO;CIVILIZAR
COLETADA;COLETAR
COMEDIDAMENTE;COMEDIR
COMENTADO;COMENTAR
COMOVIDO;COMOVER
COMPRENETRADO;COMPENETRAR
COMUTADO;COMUTAR
CONDICIONADO;CONDICIONAR
CONFIGURADO;CONFIGURAR
CONFINADO;CONFINAR
CONSAGRADO;CONSAGRAR
CONSTATADO;CONSTATAR
CONSULTA;CONSULTAR
CONTRARIADO;CONTRARIAR
CUMULATIVO;CUMULAR
CURSADO;CURSAR
CURVA;CURVAR
DEBILITADO;DEBILITAR
DECIDIDO;DECIDIR
DECOMPOSTO;DECOMPOR
DECRETADA;DECRETAR
DEFASADO;DEFASAR
DEFORMADO;DEFORMAR
DELEITE;DELEITAR
DELIMITAÇÃO;DELIMITAR
DELONGA;DELONGAR
DEMANDA;DEMANDAR
DEMOCRATIZADO;DEMOCRATIZAR
DENOMINADO;DENOMINAR
DEPOSITADO;DEPOSITAR
DESACERTO;DESACERTAR
DESACOMPANHADO;DESACOMPANHAR
DESAFORTUNADO;DESAFORTUNAR
DESAFRONTA;DESAFRONTAR
DESALINHADO;DESALINHAR
DESARRANJADO;DESARRANJAR
DESARRUMADO;DESARRUMAR
DESATINO;DESATINAR
DESATUALIZADO;DESATUALIZAR
DESAVERGONHADO;DESAVERGONHAR
DESAVISADO;DESAVISAR
DESCABIDO;DESCABER
DESCARADO;DESCARAR
DESCENDENTE;DESCENDER
DESCONECTADO;DESCONECTAR
DESCONFORTÁVEL;DESCONFORTAR
DESCONTRAÇÃO;DESCONTRAIR
DESCORADO;DESCORAR
DESCUIDADO;DESCUIDAR
DESCULPA;DESCULPAR
DESDENTADO;DESDENTAR
DESENFREADO;DESENFREAR
DESENGONÇADO;DESENGONÇAR
DESEQUILÍBRIO;DESEQUILIBRAR
DESESPERO;DESESPERAR
DESFEITO;DESFAZER
DESFIGURADO;DESFIGURAR
DESGASTADO;DESGASTAR
DESGRAÇADO;DESGRAÇAR
DESIGNAÇÃO;DESIGNAR
DESIGUAL;DESIGUALAR
DESINFECÇÃO;DESINFECTAR
DESLEIXADO;DESLEIXAR
DESMEMORIADO;DESMEMORIAR
DESMEDIDO;DESMEDIR
DESNUDO;DESNUDAR
DESOCUPADO;DESOCUPAR
DESONERADO;DESONERAR
DESORGANIZADO;DESORGANIZAR
DESPERDÍCIO;DESPERDIÇAR
DESPIDO;DESPIR
DESPREPARADO;DESPREPARAR
DESPROVIDO;DESPROVER
DESQUITADO;DESQUITAR
DESRESPEITA;DESRESPEITAR
DESTEMIDO;DESTEMOR
DESVALORIZAR;DESVALORIZAÇÃO
DESVIADO;DESVIAR
DETALHADO;DETALHAR
DETECTADO;DETECTAR
DETIDO;DETER
DEVOTO;DEVOTAR
DILATAÇÃO;DILATAR
DIMINUIÇÃO;DIMINUIR
DISTENDIDO;DISTENDER
DIVISÃO;DIVIDIR
DIVORCIADO;DIVORCIAR
DOCUMENTADO;DOCUMENTAR
DOLORIDO;DOLORIR
DOTADO;DOTAR
DRENAGEM;DRENAR
DUPLICADO;DUPLICAR
DURAÇÃO;DURAR
ELABORAÇÃO;ELABORAR
ELEVADA;ELEVAR
EMBASBACADO;EMBASBACAR
EMBOLORADO;EMBOLORAR
EMPOEIRADO;EMPOEIRAR
EMPREITADO;EMPREITAR
ENCAMPADO;ENCAMPAR
ENCAPETADO;ENCAPETAR
ENCARCERADO;ENCARCERAR
ENCERRAMENTO;ENCERRAR
ENCOLERIZADO;ENCOLERIZAR
ENCRAVADO;ENCRAVAR
ENDIVIDADO;ENDIVIDAR
ENEVOADO;ENEVOAR
ENJEITADO;ENJEITAR
ENJOADO;ENJOAR
ENTORTADO;ENTORTAR
ENTORPECENTE;ENTORPECER
ENVELHECIMENTO;ENVELHECER
EQUACIONADO;EQUACIONAR
ESCANER;ESCANEAR
ESCRAVIZADO;ESCRAVIZAR
ESCURECIDO;ESCURECER
ESFOMEADO;ESFOMEAR
ESGOTAMENTO;ESGOTAR
ESNOBE;ESNOBAR
ESPECIFICADO;ESPECIFICAR
ESPECULAÇÃO;ESPECULAR
ESPETADO;ESPETAR
ESPIRALAR;ESPIRALADO
ESPREMIDO;ESPREMER
ESTACIONADO;ESTACIONAR
ESTAMPADO;ESTAMPAR
ESTENDIDO;ESTENDER
ESTIMADO;ESTIMAR
ESTOURADO;ESTOURAR
ESTRATIFICAR;ESTRATIFICAÇÃO
ESTRONDO;ESTRONDAR
ESTUPEFADO;ESTUPEFAR
EXACERBADO;EXACERBAR
EXASPERADO;EXASPERAR
EXAURIR;EXAURIDO
EXCLAMA;EXCLAMAR
EXECUÇÃO;EXECUTAR
EXERCIDO;EXERCER
EXONERADO;EXONERAR
EXPRESSA;EXPRESSAR
EXPULSÃO;EXPULSAR
EXTERIORIZAÇÃO;EXTERIORIZAR
FALADO;FALAR
FAMILIARIZADO;FAMILIARIZAR
FATIGADO;FATIGAR
FAXINA;FAXINAR
FENDIDO;FENDER
FERVURA;FERVER
FOCALIZADO;FOCALIZAR
FOMENTO;FOMENTAR
FORMALIZAÇÃO;FORMALIZAR
FORMATAÇÃO;FORMATAR
FORMULAÇÃO;FORMULAR
FORTALECIDO;FORTALECER
FOSSILIZADO;FOSSILIZAR
FRAGILIZADO;FRAGILIZAR
FRAUDE;FRAUDAR
FREVO;FREVAR
FRUTIFICAÇÃO;FRUTIFICAR
FUNDAMENTADO;FUNDAMENTAR
FUXICO;FUXICAR
FUZIL;FUZILAR
GANACIOSO;GANÂNCIA
GESTAÇÃO;GESTAR
GLOBALIZAÇÃO;GLOBALIZAR
GOZADO;GOZAR
GRAVADO;GRAVAR
HIPERINFLAÇÃO;HIPERINFLACIONAR
HOMOLOGADO;HOMOLOGAR
HUMANIZAÇÃO;HUMANIZAR
ILIMITADA;ILIMITAR
IMACULADO;IMACULAR
IMPACIENTE;IMPACIENTAR
INADEQUADO;INADEQUAR
INCREMENTADO;INCREMENTAR
INCUMBÊNCIA;INCUMBIR
INDENIZADO;INDENIZAR
INDETERMINADO;INDETEMINAR
INDISCRIMINADO;INDISCRIMINAR
INDUSTRIALIZAÇÃO;INDUSTRIALIZAR
INESPERADO;INESPERAR
INFLACIONARIA;INFLACIONAR
INFRAESTRUTURADO;INFRAESTRUTURAR
INSCRIÇÃO;INSCREVER
INTELECTUALIZADO;INTELECTUALIZAR
INTERCÂMBIO;INTERCAMBIAR
INTERCONECTADO;INTERCONECÇÃO
INTERIORIZAÇÃO;INTERIORIZAR
INTERNAÇÃO;INTERNAR
INTERNACIONALIZAÇÃO;INTERNACIONALIZAR
INTRIGA;INTRIGAR
INUNDAÇÃO;INUDAR
INVESTIDO;INVESTIR
IRA;IRAR
IRREALIZÁVEL;IRREALIZAR
IRRESPONSABILIZAÇÃO;IRRESPONSABILIZAR
IRREVERENCIADO;IRREVERENCIAR
IRRIGAÇÃO;IRRIGAR
ISOLADO;ISOLAR
IRRITAÇÃO;IRRITAR
JULGAMENTO;JULGAR
LABUTA;LABUTAR
LAQUEADURA;LAQUEAR
LASTIMA;LASTIMAR
LEGENDA;LEGENDAR
LICENCIADO;LICENCIAR
LOGADO;LOGAR
LUSTROSO;LUSTRAR
MÁGOA;MAGOAR
MALICIOSO;MALICIAR
MANCHA;MANCHAR
MODERNIZAÇÃO;MODERNIZAR
MONITORAMENTO;MONITORAR
MÓRBIDO;MORBIDEZ
MUNDIALIZAÇÃO;MUNDIALIZAR
NÍVEL;NIVELAR
OBSCURO;OBSCURECER
ORGANIZADO;ORGANIZAR
OUSADIA;OUSAR
PATENTEADO;PATENTEAR
PAVIMENTAÇÃO;PAVIMENTAR
PERPÉTUO;PERPETUAR
PERSEGUIÇÃO;PERSEGUIR
PESADO;PESAR
PESQUISA;PESQUISAR
PINÇA;PINÇAR
POSICIONADO;POSICIONAR
PRECISO;PRECISAR
PREOCUPADO;PREOCUPAR
PRESCRIÇÃO;PRESCREVER
PRESERVAÇÃO;PRESERVAR
PROCLAMAÇÃO;PROCLAMAR
PROGRAMAÇÃO;PROGRAMAR
PROJETO;PROJETAR
PROPAGAÇÃO;PROPAGAR
PROTEÇÃO;PROTEGER
PUNHALADA;PUNHALAR
QUALIFICADA;QUALIFICAR
RACIOCÍNIO;RACIOCINAR
RACIONALIDADE;RACIONALIZAR
RÁPIDO;RAPIDEZ
REAVALIADO;REAVALIAR
REBAIXAMENTO;REBAIXAR
RECOMPENSA;RECOMPENSAR
RECONCILIAÇÃO;RECONCILIAR
REGULAMENTAÇÃO;REGULAMENTAR
RELACIONADO;RELACIONAR
REMOVIDO;REMOVER
REPRESSÃO;REPRIMIR
RESGATE;RESGATAR
RESPONSABILIDADE;RESPONSABILIZAR
RESSURREIÇÃO;RESSUCITAR
REVOLTADO;REVOLTAR
REVOLUÇÃO;REVOLUCIONAR
RONDA;RONDAR
SALVAGUARDADO;SALVAGUARDAR
SENSIBILIZADO;SENSIBILIZAR
SIGNIFICAR;SIGNIFICAR
SITUADO;SITUAR
SOCIALIZAÇÃO;SOCIALIZAR
SUBORDINADO;SUBORDINAR
SUSSEÇÃO;SUCEDER
TOMBADO;TOMBAR
TRADUZIDO;TRADUZIR
TRANSFORMADO;TRANSFORMAR
TRANSMITIR;TRANSMISSÃO
UMA;UNS
URBANIZAÇÃO;URBANIZAR
UTILIZADO;UTILIZAR
VINCULADO;VINCULAR
